Type,Typical.Action.Chain.Pos,Noun,Tense,Polarity,Co.2.Pr,Pr.2.Pr,Style,Gender,Age,Education,Speaker
Plural,Tails-Settings,vez,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,gallina,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,huevo,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,tipo,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,talento,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,pelotero,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,pez,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,animal,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,lo,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Tails-Settings,libro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Tails-Settings,lo,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Tails-Settings,indicio,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Tails-Settings,lo,Present-Preterit,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Tails-Settings,victima,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,paloma,All.Others,Positive,No.Priming,No.Priming,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,vez,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,terremoto,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,terremoto,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,terremoto,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,Maria,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,persona,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,persona,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,traductor,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,traductor,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,butaca,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,conocimiento,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,sapo,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,carro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,grupo de,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Tails-Settings,sentimiento,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,alumno,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,invitado,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,leon,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,lo,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,lo,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,leon,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,lo,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,lo,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Heads,ardilla,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,ardilla,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Plural,Heads,carro,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University,SJ05M12
Singular,Tails-Settings,castigo,All.Others,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,inundacion,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,sector,Present-Preterit,Positive,No.Priming,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,muerto,All.Others,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,muerto,Present-Preterit,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,persona,Present-Preterit,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,cosa,Present-Preterit,Positive,No.Priming,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,vez,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,padre,Present-Preterit,Positive,No.Priming,Singular,Interview,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,cosa,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,cosa,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,monstruo,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,monstruo,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,situacion,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,peligro,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,persona,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,situacion,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,animal,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,situacion,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,animal,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,lobo,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,ladron,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,vez,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,peligro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,bandera,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,semana de,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,tanto,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,tanto,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,cuarto,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,truco de magia,Present-Preterit,Negative,No.Priming,No.Priming,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,semana de,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,peligro,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,critica,All.Others,Negative,No.Priming,No.Priming,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,carro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,carro,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,lo,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,lo,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,persona,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,carro,Present-Preterit,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,vez,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,vez,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,gallina,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,huevo,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,tipo,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,talento,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,talento,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,pelotero,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,pelotero,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,pez,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,animal,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,lo,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,libro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,lo,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,indicio,Present-Preterit,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,lo,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,lo,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,lo,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,victima,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,paloma,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Tails-Settings,vez,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,terremoto,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,Maria,Present-Preterit,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,persona,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,vegetariano,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,traductor,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,traductor,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,butaca,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,conocimiento,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,sapo,Present-Preterit,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,carro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,grupo de,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,sentimiento,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,alumno,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,invitado,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Tails-Settings,invitado,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,leon,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,lo,Present-Preterit,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,lo,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,ardilla,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Singular,Heads,ardilla,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,carro,All.Others,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,carro,All.Others,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University,SJ06H12
Plural,Heads,gran sociedad,All.Others,Positive,Pluralized,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,maestro,All.Others,Positive,No.Priming,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,alumno,All.Others,Positive,Singular,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,salon,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,estudiante,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,estudiante,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,salon,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,salon,All.Others,Negative,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,uniforme,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,uniforme,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,uniforme,All.Others,Positive,Pluralized,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,uniforme,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,castigo,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,castigo,All.Others,Positive,Pluralized,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,pescado,All.Others,Positive,Singular,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,juey,All.Others,Positive,Singular,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,corral,All.Others,Positive,Singular,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,vianda,All.Others,Positive,Singular,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,vianda,All.Others,Positive,Singular,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,plato,Present-Preterit,Positive,Pluralized,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,cosa,All.Others,Positive,Pluralized,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,sillon,All.Others,Positive,No.Priming,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,problema,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,cambio,Present-Preterit,Positive,Singular,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,evolucion,Present-Preterit,Positive,Singular,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,fiesta,All.Others,Positive,Pluralized,Singular,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Tails-Settings,fiesta,All.Others,Positive,No.Priming,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,palabra,Present-Preterit,Positive,Singular,No.Priming,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Heads,padre,All.Others,Positive,No.Priming,No.Priming,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,critica,All.Others,Negative,No.Priming,No.Priming,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,carro,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,carro,All.Others,Negative,No.Priming,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,carro,All.Others,Positive,No.Priming,Pluralized,Interview,Male,Oldest.Speakers,Less,SJ07H21
Singular,Heads,persona,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,carro,Present-Preterit,Negative,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Plural,Heads,carro,Present-Preterit,Negative,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,vez,All.Others,Positive,No.Priming,Pluralized,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Singular,Tails-Settings,vez,All.Others,Positive,No.Priming,Singular,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less,SJ07H21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,iglesia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Plural,Heads,temblor,All.Others,Positive,Pluralized,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Plural,Heads,muchacho,All.Others,Positive,No.Priming,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Plural,Heads,huracan,All.Others,Negative,Pluralized,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,nieto,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,persona,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Tails-Settings,vez,Present-Preterit,Positive,Pluralized,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Tails-Settings,vez,Present-Preterit,Positive,Pluralized,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Tails-Settings,diferencia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Tails-Settings,diferencia,Present-Preterit,Positive,Singular,Singular,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,vecino,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,hijo,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Plural,Heads,estudiante,All.Others,Positive,Pluralized,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Singular,Heads,lo,Present-Preterit,Positive,Pluralized,Pluralized,Interview,Female,Oldest.Speakers,Less,SJ08M21
Plural,Heads,persona,Present-Preterit,Positive,Pluralized,No.Priming,Interview,Female,Oldest.Speakers,Less,SJ08M21
Plural,Tails-Settings,cosa,All.Others,Positive,Pluralized,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Heads,faceta,All.Others,Positive,No.Priming,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Tails-Settings,cosa,Present-Preterit,Positive,Pluralized,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Tails-Settings,cosa,All.Others,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Heads,madre,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Heads,padre,Present-Preterit,Positive,Singular,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Heads,padre,Present-Preterit,Positive,Singular,Singular,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Heads,gente,Present-Preterit,Positive,No.Priming,Singular,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Tails-Settings,pantalon,Present-Preterit,Positive,Pluralized,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Heads,persona,All.Others,Positive,Pluralized,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Tails-Settings,plato,All.Others,Negative,Singular,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Tails-Settings,dia,All.Others,Positive,Singular,Pluralized,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Tails-Settings,comida,All.Others,Positive,No.Priming,Pluralized,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Tails-Settings,momento,Present-Preterit,Positive,Pluralized,Pluralized,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Tails-Settings,comida,Present-Preterit,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ09H12
Singular,Heads,padre,Present-Preterit,Positive,No.Priming,No.Priming,Interview,Male,Youngest.Speakers,University,SJ09H12
Plural,Tails-Settings,cosa,All.Others,Positive,Pluralized,Singular,Interview,Male,Youngest.Speakers,University,SJ09H12
