Response.variable,Variety,Speaker,Speaker.sex,Speaker.YOB,Semantics,Recipient.type,Recipient.animacy,Recipient.definiteness,Recipient.length,Theme.type,Theme.animacy,Theme.length
D,NZ,Annie Hamilton,F,1877,T,P,A,Definite,1,N,I,5
D,NZ,Annie Hamilton,F,1877,T,P,A,Definite,1,N,I,5
D,NZ,Annie Hamilton,F,1877,C,P,A,Definite,1,N,I,2
D,NZ,Annie Hamilton,F,1877,T,P,A,Definite,1,N,I,2
D,NZ,Annie Hamilton,F,1877,T,N,A,Definite,3,N,I,3
D,NZ,Annie Hamilton,F,1877,C,P,A,Definite,1,N,I,3
D,NZ,Annie Hamilton,F,1877,C,P,A,Definite,1,N,I,3
D,NZ,Annie Sanders,F,1918,T,P,A,Definite,1,N,I,8
D,NZ,Annie Sanders,F,1918,A,P,A,Definite,1,N,I,5
D,NZ,Annie Sanders,F,1918,A,N,A,Definite-pn,1,N,I,3
D,NZ,Annie Sanders,F,1918,T,P,A,Definite,1,N,A,2
D,NZ,Annie Sanders,F,1918,T,P,A,Definite,1,N,I,4
D,NZ,Anthony Tweed,M,1865,T,P,A,Definite,1,N,I,4
D,NZ,Anthony Tweed,M,1865,A,P,A,Definite,1,N,I,2
D,NZ,Anthony Tweed,M,1865,A,P,A,Definite,1,N,I,10
D,NZ,Basil Grither,M,1922,A,P,A,Definite,1,N,I,7
D,NZ,Basil Grither,M,1922,T,P,A,Definite,1,N,I,2
D,NZ,Basil Grither,M,1922,A,P,A,Definite,2,N,I,5
D,NZ,Basil Grither,M,1922,C,P,A,Definite,1,N,I,2
D,NZ,Bill Gillespie,M,1924,T,P,A,Definite,1,N,I,6
D,NZ,Bill Gillespie,M,1924,A,P,A,Definite,1,N,I,3
D,NZ,Bill Gillespie,M,1924,A,P,A,Definite,1,N,I,4
D,NZ,Bill Gillespie,M,1924,A,P,A,Definite,1,N,I,4
D,NZ,Bill Gillespie,M,1924,A,P,A,Definite,1,N,I,3
D,NZ,Bill Gillespie,M,1924,T,P,A,Definite,1,N,I,4
D,NZ,Bill Gillespie,M,1924,T,P,A,Definite,1,I,I,2
D,NZ,Bill Gillespie,M,1924,T,P,A,Definite,1,I,I,1
D,NZ,Bill Gillespie,M,1924,A,P,A,Definite,1,N,I,2
D,NZ,Bill Gillespie,M,1924,A,P,A,Definite,1,N,I,5
D,NZ,Bill Gillespie,M,1924,T,P,A,Definite,1,N,I,5
D,NZ,Bill Gillespie,M,1924,T,P,A,Definite,1,N,I,2
D,NZ,Bob Riddle,M,1860,T,P,A,Definite,1,P,I,4
D,NZ,Bob Riddle,M,1860,A,P,A,Definite,1,N,I,2
D,NZ,Bob Riddle,M,1860,T,P,A,Definite,1,P,I,5
D,NZ,Bob Riddle,M,1860,T,P,A,Definite,1,N,I,7
D,NZ,Cap Jardine,M,1916,A,P,A,Definite,1,N,I,3
D,NZ,Catherine Dudley,F,1886,T,P,A,Definite,1,N,I,4
D,NZ,Catherine Dudley,F,1886,A,P,A,Definite,1,N,I,2
D,NZ,Catherine Dudley,F,1886,A,P,A,Definite,1,N,I,2
D,NZ,Catherine Dudley,F,1886,A,P,A,Definite,1,I,I,2
D,NZ,Chris Dixon,M,1867,T,N,A,Indefinite,2,N,I,3
D,NZ,Chris Dixon,M,1867,A,N,A,Definite,3,N,I,2
D,NZ,Chris Dixon,M,1867,A,D,I,Definite,1,N,I,3
D,NZ,Colin Nicholson,M,1902,A,P,A,Definite,1,N,I,3
D,NZ,Colin Nicholson,M,1902,T,P,A,Definite,1,N,I,2
D,NZ,Colin Nicholson,M,1902,T,P,A,Definite,1,N,I,2
D,NZ,Cornelius Magner,M,1889,T,N,A,Definite-pn,1,N,I,1
D,NZ,Cornelius Magner,M,1889,A,N,A,Definite-pn,3,N,I,2
D,NZ,Courtenay Kenny,M,1877,A,P,I,Definite,1,N,I,3
D,NZ,David Moore,M,1915,T,P,A,Definite,1,N,I,4
D,NZ,David Moore,M,1915,T,P,A,Definite,1,N,I,6
D,NZ,David Moore,M,1915,A,P,A,Definite,1,N,I,2
D,NZ,David Moore,M,1915,A,P,I,Definite,1,N,I,3
D,NZ,David Moore,M,1915,T,P,A,Definite,1,N,I,2
D,NZ,David Moore,M,1915,A,P,A,Definite,1,N,I,2
D,NZ,David Moore,M,1915,A,P,A,Definite,1,N,I,3
D,NZ,David Moore,M,1915,C,P,A,Definite,1,N,I,4
D,NZ,David Moore,M,1915,T,P,A,Definite,1,N,I,2
D,NZ,Dennis Kemp,M,1930,A,P,A,Definite,1,N,I,2
D,NZ,Dennis Kemp,M,1930,C,N,A,Indefinite,1,N,I,6
D,NZ,Dorothy Hagitt,F,1896,A,N,A,Definite,2,N,I,5
D,NZ,Eileen Olds,F,1913,A,P,A,Definite,1,N,I,3
D,NZ,Elliott Atkinson,M,1921,T,P,A,Definite,1,N,I,12
D,NZ,Elliott Atkinson,M,1921,T,P,A,Definite,1,N,I,2
D,NZ,Elliott Atkinson,M,1921,T,N,A,Definite,2,N,I,2
D,NZ,Elliott Atkinson,M,1921,C,P,A,Definite,1,N,I,5
D,NZ,Elliott Atkinson,M,1921,T,P,A,Definite,1,N,I,6
D,NZ,Elliott Atkinson,M,1921,T,P,A,Definite,1,N,I,8
D,NZ,Elsie Robinson,F,1928,A,P,A,Definite,1,N,I,13
D,NZ,Elsie Robinson,F,1928,T,P,A,Definite,1,N,I,2
D,NZ,Emma North,F,1878,A,P,A,Definite,1,N,I,3
D,NZ,Emma North,F,1878,A,P,A,Definite,1,N,I,4
D,NZ,Eric Robinson,M,1919,T,P,A,Definite,1,N,I,6
D,NZ,Eric Robinson,M,1919,A,P,A,Definite,1,N,I,2
D,NZ,Eric Robinson,M,1919,A,P,A,Definite,1,N,I,3
D,NZ,Eric Robinson,M,1919,T,P,A,Definite,1,I,I,2
D,NZ,Eric Robinson,M,1919,T,P,A,Definite,1,I,I,2
D,NZ,Eunice Yeatman,F,1918,T,P,A,Definite,1,N,I,3
D,NZ,Eunice Yeatman,F,1918,A,P,A,Definite,1,N,I,1
D,NZ,Eunice Yeatman,F,1918,T,P,A,Definite,1,N,I,2
D,NZ,Eunice Yeatman,F,1918,A,P,A,Definite,1,N,I,2
D,NZ,Eunice Yeatman,F,1918,A,P,A,Definite,1,D,I,1
D,NZ,fon00-21a,F,1949,A,P,A,Definite,1,N,I,2
D,NZ,fon00-9,F,1939,A,P,A,Definite,1,N,I,2
D,NZ,fon00-9,F,1939,A,P,A,Definite,1,N,I,4
D,NZ,fon00-9,F,1939,A,P,A,Definite,1,N,I,3
D,NZ,fon02-1b,F,1955,T,P,A,Definite,1,N,I,5
D,NZ,fon02-6a,F,1945,T,P,A,Definite,1,N,I,2
D,NZ,fon02-6a,F,1945,T,P,A,Definite,1,N,I,2
D,NZ,fon04-1,F,1952,T,P,A,Definite,1,N,I,4
D,NZ,fon04-1,F,1952,T,P,A,Definite,1,N,I,4
D,NZ,fon04-1,F,1952,C,P,A,Definite,1,N,I,7
D,NZ,fon04-1,F,1952,A,N,A,Definite-pn,1,N,I,2
D,NZ,fon05-3,F,1959,A,P,A,Definite,1,N,I,2
D,NZ,fon05-3,F,1959,C,P,A,Definite,1,N,I,3
D,NZ,fon06-3,F,1950,A,P,A,Definite,1,N,T,7
D,NZ,fon94-18,F,1941,A,P,A,Definite,1,N,I,4
D,NZ,fon94-18,F,1941,T,P,A,Definite,1,I,I,3
D,NZ,fon94-18,F,1941,T,P,A,Definite,1,D,I,1
D,NZ,fon94-1a,F,1956,T,P,A,Definite,1,N,I,3
D,NZ,fon94-1a,F,1956,C,P,A,Definite,1,N,I,2
D,NZ,fon94-1a,F,1956,T,P,A,Definite,1,N,I,10
D,NZ,fon94-26d,F,1936,A,P,A,Definite,1,I,I,2
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,T,4
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,I,2
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,I,1
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,I,1
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,T,3
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,I,2
D,NZ,fon94-3,F,1942,A,P,A,Definite,1,N,T,3
D,NZ,fon94-30a,F,1926,T,P,A,Definite,1,N,I,2
D,NZ,fon94-36a,F,1949,C,P,A,Definite,1,N,I,3
D,NZ,fon94-4b,F,1942,T,P,A,Definite,1,N,I,1
D,NZ,fon94-4b,F,1942,A,P,A,Definite,1,N,I,4
D,NZ,fon94-4b,F,1942,A,P,A,Definite,1,N,I,2
D,NZ,fon94-4b,F,1942,T,P,A,Definite,1,N,I,7
D,NZ,fon95-18a,F,1949,A,P,A,Definite,1,N,I,2
D,NZ,fon95-21a,F,1934,T,P,A,Definite,1,I,I,1
D,NZ,fon95-5b,F,1954,T,P,A,Definite,1,N,I,2
D,NZ,fon95-5b,F,1954,T,P,A,Definite,1,N,I,2
D,NZ,fon95-5b,F,1954,T,P,A,Definite,1,N,I,1
D,NZ,fon95-5b,F,1954,T,P,A,Definite,1,N,I,1
D,NZ,fon95-5b,F,1954,T,P,A,Definite,1,N,I,1
D,NZ,fon95-5b,F,1954,A,P,A,Definite,1,N,I,5
D,NZ,fon95-5b,F,1954,T,P,A,Definite,1,N,I,2
D,NZ,fon95-5b,F,1954,A,P,A,Definite,1,N,I,3
D,NZ,fon96-16,F,1933,C,P,A,Definite,1,N,I,2
D,NZ,fon96-16,F,1933,A,P,A,Definite,1,N,T,4
D,NZ,fon96-29a,F,1934,A,P,A,Definite,1,N,I,3
D,NZ,fon96-29a,F,1934,A,P,A,Definite,1,N,I,3
D,NZ,fon96-5,F,1949,C,P,A,Definite,1,N,I,4
D,NZ,fon96-5,F,1949,T,N,A,Definite,2,N,I,3
D,NZ,fon96-5,F,1949,T,N,A,Definite-pn,1,N,I,2
D,NZ,fon96-5,F,1949,T,N,A,Definite-pn,1,N,I,8
D,NZ,fon97-11a,F,1936,A,N,I,Definite,2,N,I,2
D,NZ,fon98-15a,F,1959,A,N,A,Definite-pn,1,N,I,5
D,NZ,fon98-5c,F,1952,T,P,A,Definite,1,N,I,3
D,NZ,fon98-5c,F,1952,A,P,A,Definite,1,N,I,1
D,NZ,fon98-5c,F,1952,A,P,A,Definite,1,N,I,4
D,NZ,fon98-5c,F,1952,A,P,A,Definite,1,N,I,3
D,NZ,fon98-5c,F,1952,A,P,A,Definite,1,N,I,2
D,NZ,fon98-9a,F,1954,A,P,A,Definite,1,N,I,4
D,NZ,fon99-18b,F,1944,A,P,A,Definite,1,N,I,5
D,NZ,fon99-20a,F,1947,A,N,L,Definite-pn,1,N,I,3
D,NZ,fon99-20a,F,1947,C,P,A,Definite,1,N,I,2
D,NZ,fon99-6b,F,1949,A,P,A,Definite,1,N,I,2
D,NZ,fop02-14,F,1947,C,P,A,Definite,1,N,T,2
D,NZ,fop06-8,F,1957,C,P,A,Definite,1,N,I,7
D,NZ,fop94-13a,F,1948,T,P,A,Definite,1,N,I,3
D,NZ,fop94-13a,F,1948,A,P,A,Definite,1,N,I,5
D,NZ,fop94-15,F,1948,A,P,A,Definite,1,N,I,1
D,NZ,fop94-15,F,1948,A,P,A,Definite,1,N,I,15
D,NZ,fop94-19b,F,1947,A,I,I,Definite,1,N,I,5
D,NZ,fop94-19b,F,1947,A,P,A,Definite,1,N,T,2
D,NZ,fop94-31a,F,1949,A,P,A,Definite,1,N,I,2
D,NZ,fop94-33b,F,1947,C,P,A,Definite,1,N,I,18
D,NZ,fop94-33b,F,1947,C,P,A,Definite,1,N,I,14
D,NZ,fop94-7,F,1944,T,P,A,Definite,1,N,I,5
D,NZ,fop95-10,F,1948,A,P,A,Definite,1,N,I,2
D,NZ,fop95-1b,F,1950,A,N,A,Definite,2,N,I,2
D,NZ,fop95-27,F,1937,A,P,A,Definite,1,N,I,3
D,NZ,fop95-27,F,1937,T,P,A,Definite,1,N,I,3
D,NZ,fop97-16a,F,1937,T,P,A,Definite,1,N,I,3
D,NZ,fop97-16a,F,1937,C,P,A,Definite,1,N,I,7
D,NZ,fop97-5b,F,1950,A,P,A,Definite,1,N,I,4
D,NZ,fop97-8,F,1951,C,N,A,Definite,2,N,I,3
D,NZ,fop97-8,F,1951,C,P,A,Definite,1,N,I,7
D,NZ,fop97-8,F,1951,A,P,A,Definite,1,N,T,3
D,NZ,fop98-13c,F,1935,T,P,A,Definite,1,N,I,1
D,NZ,fop98-17a,F,1953,A,P,A,Definite,1,N,I,2
D,NZ,fop98-17a,F,1953,A,P,A,Definite,1,N,I,2
D,NZ,fop98-17a,F,1953,T,P,A,Definite,1,N,I,2
D,NZ,fop98-4b,F,1953,A,P,A,Definite,1,N,I,2
D,NZ,fop99-21a,F,1944,A,N,A,Definite,2,N,I,2
D,NZ,fop99-21a,F,1944,A,P,A,Definite,1,N,I,8
D,NZ,fop99-26,F,1956,A,P,A,Definite,1,N,T,2
D,NZ,Frances Lewis,F,1935,A,P,A,Definite,1,N,I,2
D,NZ,Frances Lewis,F,1935,T,P,A,Definite,1,N,I,4
D,NZ,Frances Lewis,F,1935,T,P,A,Definite,1,N,I,2
D,NZ,Frances Lewis,F,1935,C,P,A,Definite,1,N,I,3
D,NZ,Frances Lewis,F,1935,C,P,A,Definite,1,D,I,1
D,NZ,Frances Lewis,F,1935,T,P,A,Definite,1,I,I,3
D,NZ,Frances Rigby,F,1867,A,P,A,Definite,1,N,I,4
D,NZ,Frances Wright,F,1914,A,P,I,Definite,1,N,I,3
D,NZ,Frank Shepherd,M,1868,A,P,A,Definite,1,N,I,7
D,NZ,Frank Shepherd,M,1868,T,P,A,Definite,1,N,I,2
D,NZ,Frank Shepherd,M,1868,C,P,A,Definite,1,N,I,7
D,NZ,Frank Shepherd,M,1868,T,P,A,Definite,1,N,I,7
D,NZ,Frank Shepherd,M,1868,T,P,A,Definite,1,N,I,3
D,NZ,Frank Shepherd,M,1868,A,P,A,Definite,1,N,I,2
D,NZ,Frank Shepherd,M,1868,T,P,A,Definite,1,N,I,2
D,NZ,fyn00-2,F,1977,A,P,A,Definite,1,N,I,3
D,NZ,fyn00-2,F,1977,A,P,A,Definite,1,N,T,8
D,NZ,fyn00-20a,F,1979,A,P,A,Definite,1,N,I,3
D,NZ,fyn01-10a,F,1981,T,P,A,Definite,1,N,I,3
D,NZ,fyn01-10a,F,1981,T,P,A,Definite,1,N,I,2
D,NZ,fyn01-2a,F,1974,A,P,A,Definite,1,N,I,1
D,NZ,fyn01-2a,F,1974,A,P,I,Definite,1,N,I,2
D,NZ,fyn02-13a,F,1976,T,P,A,Definite,1,N,I,3
D,NZ,fyn02-3b,F,1982,T,P,A,Definite,1,N,I,4
D,NZ,fyn03-1a,F,1981,T,P,A,Definite,1,N,I,2
D,NZ,fyn03-1a,F,1981,A,P,A,Definite,1,N,I,2
D,NZ,fyn06-7,F,1983,A,P,A,Definite,1,N,I,2
D,NZ,fyn07-5a,F,1987,C,P,A,Definite,1,N,I,2
D,NZ,fyn07-5a,F,1987,T,P,A,Definite,1,N,I,4
D,NZ,fyn07-5a,F,1987,C,P,A,Definite,1,N,I,2
D,NZ,fyn07-5a,F,1987,T,P,A,Definite,1,N,I,4
D,NZ,fyn07-5a,F,1987,A,P,A,Definite,1,I,I,4
D,NZ,fyn07-5a,F,1987,C,P,A,Definite,1,N,I,2
D,NZ,fyn94-20b,F,1976,A,P,A,Definite,1,N,I,2
D,NZ,fyn94-20b,F,1976,A,P,A,Definite,1,N,I,2
D,NZ,fyn94-20b,F,1976,A,P,A,Definite,1,N,I,2
D,NZ,fyn94-20b,F,1976,A,P,A,Definite,1,N,I,2
D,NZ,fyn94-22b,F,1974,C,I,A,Definite,1,N,I,1
D,NZ,fyn94-22b,F,1974,A,P,I,Definite,1,N,I,7
D,NZ,fyn94-25b,F,1975,T,P,A,Definite,1,I,I,1
D,NZ,fyn94-25b,F,1975,T,P,A,Definite,1,I,I,1
D,NZ,fyn94-26c,F,1974,C,P,A,Definite,1,N,I,3
D,NZ,fyn94-5a,F,1973,T,P,A,Definite,1,N,I,2
D,NZ,fyn95-13,F,1965,T,P,A,Definite,1,N,I,2
D,NZ,fyn95-13,F,1965,A,P,A,Definite,1,N,I,6
D,NZ,fyn95-13,F,1965,A,N,A,Definite-pn,1,N,I,2
D,NZ,fyn95-13,F,1965,A,P,A,Definite,1,N,I,2
D,NZ,fyn95-13,F,1965,C,P,A,Definite,1,N,I,2
D,NZ,fyn95-14,F,1964,A,P,A,Definite,1,N,I,2
D,NZ,fyn95-14,F,1964,A,P,A,Definite,1,N,I,4
D,NZ,fyn95-14,F,1964,A,P,A,Definite,1,N,I,3
D,NZ,fyn95-14,F,1964,A,P,A,Definite,1,N,I,1
D,NZ,fyn95-25b,F,1977,A,P,A,Definite,1,N,I,4
D,NZ,fyn95-5a,F,1969,C,P,A,Definite,1,N,I,11
D,NZ,fyn95-5a,F,1969,T,P,A,Definite,1,N,I,3
D,NZ,fyn96-11b,F,1973,T,P,A,Definite,1,N,I,3
D,NZ,fyn96-11b,F,1973,A,P,A,Definite,1,N,I,5
D,NZ,fyn96-1b,F,1976,T,N,A,Definite-pn,1,N,A,7
D,NZ,fyn96-25b,F,1975,A,P,A,Definite,1,N,I,2
D,NZ,fyn96-25b,F,1975,A,P,A,Definite,1,N,I,3
D,NZ,fyn96-28b,F,1976,T,P,A,Definite,1,N,I,7
D,NZ,fyn97-21,F,1974,A,P,A,Definite,1,N,I,2
D,NZ,fyn97-21,F,1974,T,P,A,Definite,1,N,I,2
D,NZ,fyn97-21,F,1974,A,N,A,Definite-pn,1,N,T,2
D,NZ,fyn97-21,F,1974,A,N,A,Definite-pn,1,N,I,2
D,NZ,fyn97-21,F,1974,A,P,A,Definite,1,N,I,2
D,NZ,fyn98-1,F,1978,A,P,A,Definite,1,N,I,2
D,NZ,fyn98-1,F,1978,C,P,A,Definite,1,N,I,4
D,NZ,fyn98-1,F,1978,T,P,A,Definite,1,N,I,6
D,NZ,fyn98-1,F,1978,T,P,A,Definite,1,N,I,2
D,NZ,fyn98-1,F,1978,T,P,A,Definite,1,N,I,2
D,NZ,fyn98-10b,F,1970,A,P,A,Definite,1,N,A,1
D,NZ,fyn98-10b,F,1970,A,P,A,Definite,1,N,I,1
D,NZ,fyn98-6b,F,1974,C,P,A,Definite,1,N,I,5
D,NZ,fyn98-6b,F,1974,T,P,A,Definite,1,N,I,4
D,NZ,fyn99-10,F,1973,T,P,A,Definite,1,N,I,4
D,NZ,fyn99-10,F,1973,T,P,A,Definite,1,N,I,2
D,NZ,fyn99-10,F,1973,A,P,A,Definite,1,N,I,3
D,NZ,fyn99-11a,F,1968,A,P,A,Definite,1,N,I,2
D,NZ,fyn99-17b,F,1979,A,P,A,Definite,1,N,I,5
D,NZ,fyn99-17b,F,1979,A,P,A,Definite,1,I,A,1
D,NZ,fyp00-13,F,1978,A,P,A,Definite,1,N,I,3
D,NZ,fyp00-13,F,1978,A,P,A,Definite,1,N,I,5
D,NZ,fyp00-13,F,1978,T,P,A,Definite,1,N,I,3
D,NZ,fyp01-12a,F,1980,T,P,A,Definite,1,N,I,2
D,NZ,fyp03-1b,F,1982,T,P,A,Definite,1,N,I,2
D,NZ,fyp04-2,F,1975,A,P,A,Definite,1,N,I,2
D,NZ,fyp07-4,F,1975,A,P,A,Definite,1,N,I,2
D,NZ,fyp07-4,F,1975,A,P,A,Definite,1,N,I,2
D,NZ,fyp94-23a,F,1974,A,P,A,Definite,1,N,I,6
D,NZ,fyp94-24,F,1966,A,N,A,Definite-pn,1,N,I,5
D,NZ,fyp94-24,F,1966,A,N,A,Indefinite,1,N,I,9
D,NZ,fyp94-26a,F,1973,T,P,A,Definite,1,N,I,4
D,NZ,fyp94-28a,F,1972,A,P,A,Definite,1,N,I,2
D,NZ,fyp94-28a,F,1972,C,P,A,Definite,1,N,I,3
D,NZ,fyp94-29a,F,1968,A,P,A,Definite,1,N,T,6
D,NZ,fyp94-32b,F,1971,A,P,A,Definite,1,N,I,3
D,NZ,fyp94-32b,F,1971,A,P,A,Definite,1,N,I,2
D,NZ,fyp94-32b,F,1971,A,P,A,Definite,1,I,I,2
D,NZ,fyp94-35b,F,1972,A,P,A,Definite,1,N,I,9
D,NZ,fyp94-36b,F,1971,A,P,A,Definite,1,I,I,3
D,NZ,fyp94-36b,F,1971,T,P,A,Definite,1,D,I,1
D,NZ,fyp95-2,F,1969,A,P,A,Definite,1,N,T,5
D,NZ,fyp95-24b,F,1971,A,P,A,Definite,1,N,I,5
D,NZ,fyp95-6a,F,1974,A,P,A,Definite,1,N,T,1
D,NZ,fyp95-9,F,1969,C,P,A,Definite,1,N,I,2
D,NZ,fyp95-9,F,1969,C,P,A,Definite,1,N,I,1
D,NZ,fyp95-9,F,1969,C,P,A,Definite,1,N,I,2
D,NZ,fyp96-22a,F,1975,C,P,A,Definite,1,N,I,2
D,NZ,fyp96-8b,F,1975,T,P,A,Definite,1,N,I,3
D,NZ,fyp98-10a,F,1968,A,P,A,Definite,1,N,I,3
D,NZ,fyp98-14a,F,1976,C,P,A,Definite,1,N,I,2
D,NZ,fyp99-15,F,1975,A,P,A,Definite,1,N,I,3
D,NZ,fyp99-24a,F,1979,A,P,A,Definite,1,N,C,2
D,NZ,fyp99-24a,F,1979,A,P,A,Definite,1,D,I,1
D,NZ,fyp99-24a,F,1979,A,P,A,Definite,1,N,I,2
D,NZ,George Goodyear,M,1924,A,P,A,Definite,1,N,I,6
D,NZ,George Paul,M,1865,A,P,A,Definite,1,N,I,3
D,NZ,George Paul,M,1865,A,P,A,Definite,1,N,I,2
D,NZ,George Paul,M,1865,A,P,A,Definite,1,N,I,3
D,NZ,George Paul,M,1865,A,P,A,Definite,1,N,I,12
D,NZ,George Paul,M,1865,A,N,A,Definite-pn,2,N,I,7
D,NZ,George Paul,M,1865,A,P,A,Definite,1,N,I,2
D,NZ,George Ritchie,M,1898,A,P,I,Definite,1,N,I,2
D,NZ,George Rivers,M,1868,C,P,A,Definite,1,N,I,6
D,NZ,George Rivers,M,1868,C,P,A,Definite,1,P,I,1
D,NZ,George Wishart,M,1884,T,P,A,Definite,1,N,I,5
D,NZ,George Wishart,M,1884,C,P,A,Definite,1,N,I,6
D,NZ,George Wishart,M,1884,A,P,I,Definite,1,N,I,2
D,NZ,George Wishart,M,1884,T,P,A,Definite,1,N,I,4
D,NZ,Hannah Cross,F,1851,T,P,A,Definite,1,N,I,1
D,NZ,Harold Stevens,M,1877,T,P,A,Definite,1,N,I,7
D,NZ,Harvey Summers,M,1905,A,P,I,Definite,1,N,I,5
D,NZ,Harvey Summers,M,1905,T,P,A,Definite,1,N,I,2
D,NZ,Harvey Summers,M,1905,T,P,A,Definite,1,I,I,1
D,NZ,Harvey Summers,M,1905,A,P,A,Definite,1,N,I,2
D,NZ,Harvey Summers,M,1905,T,P,A,Definite,1,N,I,2
D,NZ,Helen Gratton,F,1857,A,P,A,Definite,1,N,I,4
D,NZ,Henry Swarbrick,M,1889,A,P,A,Definite,1,N,I,2
D,NZ,Henry Swarbrick,M,1889,A,P,I,Definite,1,N,I,5
D,NZ,Henry Swarbrick,M,1889,C,N,A,Definite,2,N,I,19
D,NZ,Henry Swarbrick,M,1889,A,P,A,Definite,1,N,I,22
D,NZ,Henry Swarbrick,M,1889,A,P,A,Definite,1,N,I,7
D,NZ,Henry Swarbrick,M,1889,A,P,A,Definite,1,N,I,4
D,NZ,Henry Swarbrick,M,1889,C,P,A,Definite,1,N,I,7
D,NZ,Irene Rylance,F,1918,T,P,A,Definite,1,N,I,2
D,NZ,Irene Whalan,F,1916,A,P,A,Definite,1,N,I,7
D,NZ,Irene Whalan,F,1916,T,P,A,Definite,1,N,I,3
D,NZ,Irene Whalan,F,1916,T,P,A,Definite,1,N,I,2
D,NZ,Irene Whalan,F,1916,A,N,A,Definite-pn,1,N,I,11
D,NZ,Irene Whalan,F,1916,A,P,A,Definite,1,N,I,1
D,NZ,Irene Whalan,F,1916,T,P,A,Definite,1,N,I,8
D,NZ,Isobel Symons,F,1908,T,N,A,Definite,2,N,I,2
D,NZ,Ivy Kench,F,1922,T,P,A,Definite,1,I,I,3
D,NZ,Ivy Kench,F,1922,A,N,A,Definite-pn,1,N,I,1
D,NZ,Ivy Kench,F,1922,T,N,A,Definite-pn,1,N,I,3
D,NZ,Ivy Kench,F,1922,T,P,A,Definite,1,I,I,4
D,NZ,Ivy Kench,F,1922,T,P,A,Definite,1,I,I,4
D,NZ,Ivy Kench,F,1922,T,P,A,Definite,1,N,I,1
D,NZ,Ivy Kench,F,1922,A,P,A,Definite,1,N,T,1
D,NZ,Ivy Kench,F,1922,C,P,A,Definite,1,N,I,4
D,NZ,Ivy Thomas,F,1912,A,P,A,Definite,1,N,I,2
D,NZ,Ivy Thomas,F,1912,A,P,A,Definite,1,N,I,2
D,NZ,Ivy Thomas,F,1912,T,P,A,Definite,1,N,I,3
D,NZ,Ivy Thomas,F,1912,T,P,A,Definite,1,N,I,3
D,NZ,Ivy Thomas,F,1912,A,P,A,Definite,1,N,I,1
D,NZ,Ivy Thomas,F,1912,T,P,A,Definite,1,N,I,3
D,NZ,Jack Reid,M,1921,C,P,A,Definite,1,N,I,10
D,NZ,Jack Reid,M,1921,C,P,A,Definite,1,N,I,6
D,NZ,Jack Reid,M,1921,T,N,A,Definite,11,N,I,9
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,I,2
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,T,4
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,I,2
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,I,8
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,T,3
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,T,2
D,NZ,Jack Reid,M,1921,A,P,A,Definite,1,N,I,9
D,NZ,Jack Reid,M,1921,T,P,A,Definite,1,N,I,1
D,NZ,Jack Reid,M,1921,T,P,A,Definite,1,I,I,1
D,NZ,James Gray,M,1900,C,P,A,Definite,1,N,I,7
D,NZ,James Harris,M,1866,A,N,A,Definite-pn,1,N,I,7
D,NZ,James Harris,M,1866,A,P,A,Definite,1,N,I,2
D,NZ,James Miller,M,1875,A,P,A,Definite,1,N,I,5
D,NZ,James Munro,M,1899,C,P,A,Definite,1,N,I,12
D,NZ,James Stewart,M,1876,A,P,A,Definite,1,N,I,5
D,NZ,James Stewart,M,1876,A,P,I,Definite,1,N,I,3
D,NZ,James Stewart,M,1876,T,P,A,Definite,1,N,I,2
D,NZ,James Stewart,M,1876,C,P,A,Definite,1,N,I,2
D,NZ,James Stewart,M,1876,A,P,A,Definite,1,N,I,3
D,NZ,James Stewart,M,1876,A,P,A,Definite,1,N,I,3
D,NZ,Jane Reid,F,1877,T,P,A,Definite,1,N,I,1
D,NZ,Jane Reid,F,1877,C,N,A,Definite,3,N,I,18
D,NZ,Jean Atkinson,F,1919,A,P,A,Definite,1,N,I,7
D,NZ,Jean Atkinson,F,1919,T,P,A,Definite,1,N,I,4
D,NZ,Jean Atkinson,F,1919,T,P,A,Definite,1,N,I,1
D,NZ,Jessie Brachs,F,1898,T,N,A,Definite-pn,1,N,I,2
D,NZ,Jessie Brachs,F,1898,C,P,A,Definite,1,N,I,3
D,NZ,Jessie Brachs,F,1898,T,P,A,Definite,1,N,I,1
D,NZ,Jessie McLaren,F,1901,A,P,A,Definite,1,N,I,2
D,NZ,Jessie McLaren,F,1901,A,P,A,Definite,1,N,I,2
D,NZ,Jessie McLaren,F,1901,T,P,A,Definite,1,N,I,2
D,NZ,Jim Wilcox,M,1929,A,P,A,Definite,1,N,T,2
D,NZ,Joan Wicks,F,1916,A,P,A,Definite,1,N,I,1
