Response.variable,Variety,Speaker,Speaker.sex,Speaker.YOB,Semantics,Recipient.type,Recipient.animacy,Recipient.definiteness,Recipient.length,Theme.type,Theme.animacy,Theme.length
D,CAN,can-2-99,M,1987,C,P,A,Definite,1,D,I,1
D,CAN,can-2-99,M,1987,T,P,A,Definite,1,N,I,1
D,CAN,can-2-99,M,1987,T,P,A,Definite,1,N,I,1
D,CAN,can-2-100,M,1992,A,P,A,Definite,1,N,I,1
D,CAN,can-2-101,F,1992,T,P,A,Definite,1,N,I,1
D,CAN,can-2-101,F,1992,T,P,A,Definite,1,N,I,1
D,CAN,can-2-105,F,1984,A,P,A,Definite,1,N,I,1
D,CAN,can-2-110,F,1984,T,P,A,Definite,1,N,I,1
D,CAN,can-2-110,F,1984,T,P,A,Definite,1,N,I,1
D,CAN,can-2-110,F,1984,A,P,A,Definite,1,N,I,1
D,CAN,can-2-110,F,1984,C,P,A,Definite,1,D,I,1
D,CAN,can-2-112,M,1989,A,P,A,Definite,1,N,I,1
D,CAN,can-3-65,M,1988,A,P,A,Definite,1,N,I,1
D,CAN,can-3-66,M,1986,A,P,A,Definite,1,N,I,1
D,CAN,can-3-66,M,1986,C,P,A,Definite,1,N,I,1
D,CAN,can-3-67,M,1988,C,P,A,Definite,1,N,I,1
D,CAN,can-3-67,M,1988,T,P,A,Definite,1,N,I,1
D,CAN,can-3-72,M,1991,A,N,I,Definite,2,N,T,1
D,CAN,can-3-73,F,1989,T,P,A,Definite,1,N,I,1
D,CAN,can-3-77,F,1984,C,P,A,Definite,1,N,I,1
D,CAN,can-3-80,F,1987,A,P,A,Definite,1,N,I,2
D,CAN,can-3-82,F,1985,C,P,A,Definite,1,N,I,1
D,CAN,can-3-82,F,1985,A,P,A,Definite,1,N,I,1
D,CAN,can-3-82,F,1985,A,P,A,Definite,1,N,I,1
D,CAN,can-3-82,F,1985,C,P,A,Definite,1,N,I,1
D,CAN,can-3-84,F,1985,T,P,A,Definite,1,N,I,1
D,CAN,can-3-85,F,1991,T,P,A,Definite,1,N,I,1
D,CAN,can-3-87,M,1990,T,P,A,Definite,1,N,I,1
D,CAN,can-4-97,F,1986,T,P,A,Definite,1,I,I,1
D,CAN,can-4-98,F,1988,C,P,A,Definite,1,I,I,1
D,CAN,can-4-99,M,1990,A,P,A,Definite,1,N,I,1
D,CAN,can-4-100,M,1988,A,P,A,Definite,1,N,T,1
D,CAN,can-4-104,M,1987,C,P,A,Definite,1,N,I,1
D,CAN,can-4-104,M,1987,A,P,A,Definite,1,N,I,1
D,CAN,can-4-81,F,1994,T,P,A,Definite,1,N,I,1
D,CAN,can-5-97,F,1988,C,P,A,Definite,1,N,I,1
D,CAN,can-5-97,F,1988,T,P,A,Definite,1,N,I,1
D,CAN,can-5-98,M,1987,A,P,A,Definite,1,N,I,1
D,CAN,can-5-100,F,1983,A,P,A,Definite,1,N,I,1
D,CAN,can-5-104,M,1991,T,P,A,Definite,1,P,I,1
D,CAN,can-5-105,F,1991,T,P,A,Definite,1,D,I,1
D,CAN,can-5-107,M,1985,A,P,A,Definite,1,N,I,1
D,CAN,can-5-111,M,1984,T,P,A,Definite,1,N,I,1
D,CAN,can-5-111,M,1984,A,P,A,Definite,1,N,I,1
D,CAN,can-5-111,M,1984,T,P,A,Definite,1,N,I,1
D,CAN,can-5-111,M,1984,A,P,A,Definite,1,N,I,1
D,CAN,can-5-112,F,1986,T,P,A,Definite,1,N,I,1
D,CAN,can-7-64,F,1896,T,P,A,Definite,1,N,I,1
D,CAN,can-7-64,F,1896,A,N,A,Definite,3,N,T,1
D,CAN,can-7-70,F,1896,A,P,A,Definite,1,N,I,1
D,CAN,can-7-70,F,1896,A,P,A,Definite,1,N,I,1
D,CAN,can-7-70,F,1896,T,P,A,Definite,1,N,I,1
D,CAN,can-7-71,M,1896,A,D,I,Definite,1,N,I,1
D,CAN,can-7-75,M,1896,A,P,A,Definite,1,N,I,1
D,CAN,can-7-88,M,1896,T,P,A,Definite,1,I,I,1
D,CAN,can-7-89,F,1896,A,P,A,Definite,1,N,I,1
D,CAN,can-7-122,F,1896,A,P,A,Definite,1,I,I,1
D,CAN,can-b-97,M,1959,T,P,A,Definite,1,N,I,1
D,CAN,can-b-98,F,1935,A,P,A,Definite,1,N,I,1
D,CAN,can-b-99,F,1934,T,P,A,Definite,1,P,I,1
D,CAN,can-b-100,M,1957,T,P,A,Definite,1,N,I,1
D,CAN,can-b-102,M,1981,A,P,A,Definite,1,N,I,1
D,CAN,can-b-80,M,1943,T,P,A,Definite,2,I,I,1
D,CAN,can-b-85,F,1934,A,P,A,Definite,1,N,I,1
D,CAN,can-b-87,F,1970,A,P,A,Definite,1,N,I,1
D,CAN,can-f-97,F,1987,A,P,A,Definite,1,N,I,1
D,CAN,can-f-97,F,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-f-102,F,1982,T,P,A,Definite,1,I,I,1
D,CAN,can-f-103,F,1981,C,P,A,Definite,1,N,I,1
D,CAN,can-f-103,F,1981,A,P,A,Definite,1,N,T,2
D,CAN,can-h-97,F,1990,T,P,A,Definite,1,D,I,1
D,CAN,can-h-97,F,1990,A,P,A,Definite,1,N,I,1
D,CAN,can-h-72,M,1983,T,P,A,Definite,1,N,I,1
D,CAN,can-h-108,M,1963,A,P,A,Definite,1,N,I,1
D,CAN,can-I-49,M,1952,T,P,A,Definite,1,P,I,1
D,CAN,can-I-54,F,1922,T,P,A,Definite,1,N,I,1
D,CAN,can-k-70,M,1985,T,P,A,Definite,1,D,I,1
D,CAN,can-k-74,F,1950,A,N,A,Definite,2,N,I,1
D,CAN,can-l-70,F,1969,C,P,A,Definite,1,N,I,1
D,CAN,can-l-72,F,1956,A,P,A,Definite,1,N,I,1
D,CAN,can-l-76,M,1982,T,N,C,Indefinite,2,N,I,1
D,CAN,can-N-50,F,1960,C,P,A,Definite,1,N,I,1
D,CAN,can-N-54,F,1976,T,P,A,Definite,1,D,I,1
D,CAN,can-N-38,M,1978,A,P,A,Definite,1,N,I,1
D,CAN,can-N-97,F,1954,A,P,A,Definite,1,N,I,1
D,CAN,can-N-99,F,1967,A,P,A,Definite,1,N,I,1
D,CAN,can-N-69,M,1967,A,P,A,Definite,1,N,I,1
D,CAN,can-N-103,F,1948,T,P,A,Definite,1,I,I,1
D,CAN,can-N-104,F,1948,T,N,A,Definite,3,N,I,1
D,CAN,can-N-72,F,1972,A,P,A,Definite,1,N,I,1
D,CAN,can-N-104,F,1948,T,P,A,Definite,1,N,I,1
D,CAN,can-N-105,F,1950,A,P,A,Definite,1,N,I,1
D,CAN,can-N-73,M,1979,A,P,A,Definite,1,N,I,1
D,CAN,can-N-107,F,1978,A,P,A,Definite,1,N,I,1
D,CAN,can-N-76,F,1972,A,P,A,Definite,1,N,I,1
D,CAN,can-N-109,M,1976,T,P,A,Definite,1,N,I,1
D,CAN,can-N-80,M,1930,A,P,A,Definite,1,N,I,1
D,CAN,can-N-80,M,1930,T,P,A,Definite,1,N,I,1
D,CAN,can-N-113,F,1979,T,P,A,Definite,1,N,I,1
D,CAN,can-N-114,F,1981,T,P,A,Definite,1,N,I,1
D,CAN,can-N-115,F,1951,T,P,A,Definite,1,N,I,1
D,CAN,can-N-83,F,1969,T,P,A,Definite,1,N,I,1
D,CAN,can-N-83,F,1969,T,P,A,Definite,1,N,I,1
D,CAN,can-N-116,F,1966,A,P,A,Definite,1,I,I,1
D,CAN,can-N-85,F,1921,T,N,A,Indefinite,1,N,I,1
D,CAN,can-N-85,F,1921,T,P,A,Definite,1,N,I,1
D,CAN,can-N-85,F,1921,A,P,A,Definite,1,N,I,1
D,CAN,can-N-118,F,1948,A,P,A,Definite,1,N,I,1
D,CAN,can-N-118,F,1948,A,P,A,Definite,1,N,I,1
D,CAN,can-N-119,M,1919,T,P,A,Definite,1,N,I,1
D,CAN,can-N-121,F,1916,A,P,A,Definite,1,N,A,1
D,CAN,can-N-122,M,1954,A,N,I,Definite,2,N,I,1
D,CAN,can-Q-65,F,1983,T,P,A,Definite,1,N,I,1
D,CAN,can-Q-65,F,1983,C,P,A,Definite,1,N,I,1
D,CAN,can-Q-65,F,1983,T,P,A,Definite,1,N,I,1
D,CAN,can-Q-70,M,1982,A,P,A,Definite,1,N,I,1
D,CAN,can-Q-71,F,1985,T,P,A,Definite,1,N,I,1
D,CAN,can-Q-71,F,1985,A,P,A,Definite,1,I,I,1
D,CAN,can-Q-71,F,1985,A,P,A,Definite,1,N,I,1
D,CAN,can-Q-71,F,1985,T,P,A,Definite,1,N,I,1
D,CAN,can-Q-72,F,1985,T,N,A,Indefinite,1,N,I,1
D,CAN,can-Q-72,F,1985,T,N,A,Indefinite,1,N,I,1
D,CAN,can-r-69,F,1971,T,I,A,Indefinite,1,N,I,1
D,CAN,can-r-76,F,1954,A,P,A,Definite,1,N,I,1
D,CAN,can-r-77,F,1948,C,N,A,Definite,4,N,I,1
D,CAN,can-r-78,F,1980,A,P,A,Definite,1,N,I,1
D,CAN,can-W-51,M,1977,A,P,A,Definite,1,N,I,1
D,CAN,can-W-51,M,1977,A,P,A,Definite,1,N,I,1
D,CAN,can-W-57,M,1954,T,P,A,Definite,1,N,I,1
D,CAN,can-W-95,F,1927,T,P,A,Definite,1,N,I,1
D,CAN,can-W-33,M,1942,T,P,A,Definite,1,N,I,1
D,CAN,can-W-43,M,1931,T,N,A,Indefinite,3,I,I,1
D,CAN,can-W-43,M,1931,T,P,A,Definite,1,I,I,1
D,CAN,can-W-43,M,1931,A,P,A,Definite,1,N,I,1
D,CAN,can-W-43,M,1931,T,P,A,Definite,1,I,I,1
D,CAN,can-W-61,M,1921,A,P,A,Definite,3,N,I,1
D,CAN,can-W-61,M,1921,A,N,C,Definite,2,N,I,1
D,CAN,can-W-124,M,1941,A,P,A,Definite,1,N,I,1
D,CAN,can-W-124,M,1941,T,N,A,Definite,2,N,I,1
D,CAN,can-W-124,M,1941,C,P,A,Definite,1,D,I,1
D,CAN,can-W-124,M,1941,A,P,A,Definite,1,N,I,1
D,CAN,can-W-124,M,1941,T,P,A,Definite,1,N,I,1
D,CAN,can-W-98,F,1984,A,P,A,Definite,1,N,I,1
D,CAN,can-W-98,F,1984,A,P,A,Definite,1,N,I,1
D,CAN,can-W-99,F,1984,C,P,A,Definite,1,N,I,1
D,CAN,can-W-101,M,1963,T,P,A,Definite,1,N,I,1
D,CAN,can-W-76,F,1950,T,P,A,Definite,1,N,I,1
D,CAN,can-W-109,F,1920,T,P,A,Definite,1,N,I,1
D,CAN,can-W-112,F,1982,A,N,A,Indefinite,4,N,I,1
D,CAN,can-W-115,F,1975,A,N,A,Definite,2,N,I,1
D,CAN,can-W-83,M,1954,A,P,A,Definite,1,N,I,1
D,CAN,can-W-116,M,1969,A,P,A,Definite,1,N,I,1
D,CAN,can-W-84,F,1930,A,P,A,Definite,1,N,I,1
D,CAN,can-W-119,F,1954,A,P,A,Definite,1,N,I,1
D,CAN,can-W-119,F,1954,T,P,A,Definite,1,I,I,1
D,CAN,can-y-66,F,1946,T,P,A,Definite,1,I,I,1
D,CAN,can-y-69,F,1992,A,P,A,Definite,1,N,I,1
D,CAN,can-y-77,M,1919,T,P,A,Definite,1,I,I,1
D,CAN,can-y-79,F,1980,C,P,A,Definite,1,N,I,1
D,CAN,can-y-79,F,1980,T,P,A,Definite,1,N,I,1
D,CAN,can-y-85,M,1961,T,P,A,Definite,1,I,I,1
D,CAN,can-y-85,M,1961,T,P,A,Definite,1,I,I,1
D,CAN,can-y-85,M,1961,T,P,A,Definite,1,I,I,1
D,CAN,can-y-85,M,1961,A,P,A,Definite,1,N,I,1
D,CAN,can-2-98,F,1988,T,P,A,Definite,1,N,I,2
D,CAN,can-2-98,F,1988,T,P,A,Definite,1,N,I,2
D,CAN,can-2-98,F,1988,T,P,A,Definite,1,N,I,2
D,CAN,can-2-98,F,1988,T,P,A,Definite,1,N,I,2
D,CAN,can-2-99,M,1987,C,P,A,Definite,1,N,I,2
D,CAN,can-2-99,M,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-2-99,M,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-2-103,M,1992,T,P,A,Definite,1,N,I,3
D,CAN,can-2-106,M,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-2-106,M,1985,A,N,A,Indefinite,1,N,I,2
D,CAN,can-2-107,M,1986,A,P,A,Definite,1,N,I,2
D,CAN,can-2-109,F,1991,T,P,A,Definite,1,I,I,2
D,CAN,can-2-109,F,1991,C,P,A,Definite,1,N,I,2
D,CAN,can-2-109,F,1991,C,P,A,Definite,1,N,I,2
D,CAN,can-2-109,F,1991,C,P,A,Definite,1,N,I,2
D,CAN,can-2-109,F,1991,C,P,A,Definite,1,N,T,2
D,CAN,can-2-110,F,1984,C,P,A,Definite,1,N,I,2
D,CAN,can-2-110,F,1984,T,P,A,Definite,1,N,I,2
D,CAN,can-2-112,M,1989,C,P,A,Definite,1,N,I,2
D,CAN,can-2-113,M,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-2-115,F,1989,T,P,A,Definite,1,N,I,2
D,CAN,can-2-115,F,1989,T,P,A,Definite,1,N,I,2
D,CAN,can-3-65,M,1988,T,P,A,Definite,1,N,I,2
D,CAN,can-3-66,M,1986,A,P,A,Definite,1,N,I,2
D,CAN,can-3-67,M,1988,T,P,A,Definite,1,N,I,2
D,CAN,can-3-68,M,1986,A,N,A,Indefinite,1,N,I,2
D,CAN,can-3-70,F,1986,A,I,I,Definite,1,N,I,3
D,CAN,can-3-70,F,1986,T,N,A,Definite,2,N,I,2
D,CAN,can-3-72,M,1991,A,I,A,Indefinite,2,N,I,2
D,CAN,can-3-73,F,1989,T,P,A,Definite,1,N,I,2
D,CAN,can-3-73,F,1989,T,P,A,Definite,1,N,I,2
D,CAN,can-3-73,F,1989,A,P,A,Definite,1,N,I,2
D,CAN,can-3-75,F,1985,A,P,A,Definite,1,N,T,2
D,CAN,can-3-75,F,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-3-79,M,1994,C,P,A,Definite,1,N,I,2
D,CAN,can-3-79,M,1994,T,P,A,Definite,1,N,I,2
D,CAN,can-3-79,M,1994,T,P,A,Definite,1,N,I,2
D,CAN,can-3-79,M,1994,T,P,A,Definite,1,N,I,2
D,CAN,can-3-80,F,1987,A,P,A,Definite,1,N,I,2
D,CAN,can-3-80,F,1987,A,P,I,Definite,1,N,I,2
D,CAN,can-3-80,F,1987,A,P,A,Definite,1,N,I,2
D,CAN,can-3-80,F,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-3-81,F,1987,C,P,A,Definite,1,N,I,2
D,CAN,can-3-81,F,1987,T,P,A,Definite,1,N,I,3
D,CAN,can-3-81,F,1987,C,N,A,Definite,2,N,I,2
D,CAN,can-3-82,F,1985,T,P,A,Definite,1,N,I,2
D,CAN,can-3-82,F,1985,T,P,A,Definite,1,N,I,2
D,CAN,can-3-82,F,1985,T,P,A,Definite,1,N,I,2
D,CAN,can-3-84,F,1985,C,P,A,Definite,1,N,I,2
D,CAN,can-3-85,F,1991,A,P,A,Definite,1,N,I,2
D,CAN,can-3-87,M,1990,A,P,A,Definite,1,N,I,2
D,CAN,can-3-87,M,1990,A,P,I,Definite,1,N,I,2
D,CAN,can-3-87,M,1990,T,P,A,Definite,1,N,I,2
D,CAN,can-3-87,M,1990,A,P,A,Definite,1,N,I,2
D,CAN,can-3-87,M,1990,A,P,A,Definite,1,N,I,2
D,CAN,can-3-87,M,1990,A,P,A,Definite,1,N,I,2
D,CAN,can-4-97,F,1986,A,P,A,Definite,1,N,I,2
D,CAN,can-4-101,F,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-4-102,M,1984,T,P,A,Definite,1,N,I,2
D,CAN,can-4-102,M,1984,A,P,A,Definite,1,N,I,2
D,CAN,can-4-103,M,1994,T,P,A,Definite,1,N,I,2
D,CAN,can-4-104,M,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-4-74,M,1984,C,P,A,Definite,1,N,I,2
D,CAN,can-4-77,M,1990,A,P,A,Definite,1,N,I,2
D,CAN,can-4-78,M,1992,A,N,I,Indefinite,1,N,I,2
D,CAN,can-4-79,M,1986,C,P,A,Definite,1,N,I,2
D,CAN,can-4-81,F,1994,T,P,A,Definite,1,N,I,2
D,CAN,can-5-97,F,1988,T,P,A,Definite,1,I,I,2
D,CAN,can-5-97,F,1988,C,P,A,Definite,1,N,I,3
D,CAN,can-5-98,M,1987,A,I,A,Definite,1,N,I,2
D,CAN,can-5-98,M,1987,A,P,A,Definite,1,N,I,2
D,CAN,can-5-98,M,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-5-102,F,1984,T,P,A,Definite,1,N,I,2
D,CAN,can-5-103,M,1984,A,P,A,Definite,1,N,I,2
D,CAN,can-5-103,M,1984,C,P,A,Definite,1,N,I,2
D,CAN,can-5-103,M,1984,A,P,A,Definite,1,N,I,2
D,CAN,can-5-103,M,1984,A,P,A,Definite,1,N,I,2
D,CAN,can-5-103,M,1984,C,P,A,Definite,1,N,I,2
D,CAN,can-5-104,M,1991,T,N,A,Definite,3,N,I,2
D,CAN,can-5-105,F,1991,A,P,A,Definite,1,N,I,2
D,CAN,can-5-105,F,1991,A,P,A,Definite,1,N,I,2
D,CAN,can-5-106,F,1983,T,P,A,Definite,1,N,I,2
D,CAN,can-5-106,F,1983,T,P,A,Definite,1,N,I,2
D,CAN,can-5-107,M,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-5-107,M,1985,A,P,A,Definite,1,N,T,2
D,CAN,can-5-107,M,1985,T,P,A,Definite,1,N,I,2
D,CAN,can-5-107,M,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-5-107,M,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-5-108,F,1990,A,N,A,Definite-pn,1,N,I,2
D,CAN,can-5-110,F,1985,T,P,A,Definite,1,N,I,2
D,CAN,can-5-111,M,1984,A,P,A,Definite,1,N,T,2
D,CAN,can-5-111,M,1984,T,P,A,Definite,1,N,I,2
D,CAN,can-7-50,M,1896,A,P,A,Definite,1,N,I,2
D,CAN,can-7-56,M,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-7-56,M,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-7-64,F,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-7-66,F,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-7-70,F,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-7-71,M,1896,C,P,A,Definite,1,N,I,2
D,CAN,can-7-73,M,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-7-73,M,1896,A,P,A,Definite,1,N,T,2
D,CAN,can-7-73,M,1896,T,N,A,Definite-pn,2,N,I,2
D,CAN,can-7-110,M,1896,A,P,A,Definite,1,N,T,2
D,CAN,can-7-81,M,1896,C,P,A,Definite,1,N,I,2
D,CAN,can-7-81,M,1896,A,P,A,Definite,1,N,I,2
D,CAN,can-7-83,M,1896,A,N,A,Definite,2,N,I,2
D,CAN,can-7-83,M,1896,A,P,A,Definite,1,N,I,2
D,CAN,can-7-84,F,1896,T,P,A,Definite,1,N,I,2
D,CAN,can-b-98,F,1935,T,P,A,Definite,1,N,I,2
D,CAN,can-b-67,F,1973,C,P,A,Definite,1,N,I,2
D,CAN,can-b-99,F,1934,T,P,A,Definite,1,N,I,2
D,CAN,can-b-99,F,1934,T,P,A,Definite,1,N,I,2
D,CAN,can-b-67,F,1973,C,P,A,Definite,1,N,I,2
D,CAN,can-b-68,F,1961,T,P,A,Definite,1,N,I,2
D,CAN,can-b-71,F,1962,A,P,A,Definite,1,N,I,2
D,CAN,can-b-73,M,1939,C,P,A,Definite,1,N,I,2
D,CAN,can-b-75,M,1951,T,N,A,Definite,2,N,I,2
D,CAN,can-b-75,M,1951,A,P,A,Definite,1,N,I,2
D,CAN,can-b-76,F,1948,C,P,A,Definite,1,N,I,2
D,CAN,can-b-77,M,1919,A,P,A,Definite,1,N,I,2
D,CAN,can-b-80,M,1943,T,P,A,Definite,1,N,I,2
D,CAN,can-b-80,M,1943,T,N,A,Definite,4,N,I,2
D,CAN,can-b-85,F,1934,C,N,A,Definite-pn,1,N,I,2
D,CAN,can-b-86,M,1952,T,P,A,Definite,1,N,I,2
D,CAN,can-b-86,M,1952,T,P,A,Definite,1,N,I,2
D,CAN,can-b-88,M,1918,T,P,A,Definite,1,N,I,2
D,CAN,can-f-97,F,1987,T,P,A,Definite,1,N,I,2
D,CAN,can-f-98,F,1986,C,P,A,Definite,1,N,I,2
D,CAN,can-f-99,F,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-f-99,F,1985,T,P,A,Definite,1,N,I,2
D,CAN,can-f-99,F,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-f-100,F,1984,T,P,A,Definite,1,N,I,2
D,CAN,can-f-101,F,1983,T,N,A,Indefinite,3,N,I,2
D,CAN,can-f-101,F,1983,C,P,A,Definite,1,N,I,2
D,CAN,can-f-102,F,1982,T,P,A,Definite,1,N,I,2
D,CAN,can-f-103,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-f-103,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-f-103,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-f-103,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-f-103,F,1981,T,P,A,Definite,1,N,A,2
D,CAN,can-h-97,F,1990,C,P,A,Definite,1,N,I,2
D,CAN,can-h-99,F,1991,A,P,A,Definite,1,N,I,2
D,CAN,can-h-101,F,1989,A,P,A,Definite,1,N,I,2
D,CAN,can-h-76,F,1943,A,P,A,Definite,1,N,I,2
D,CAN,can-h-77,M,1944,A,P,A,Definite,1,N,I,2
D,CAN,can-h-79,M,1915,A,P,A,Definite,1,N,I,2
D,CAN,can-h-80,F,1972,A,P,A,Definite,1,N,A,2
D,CAN,can-h-82,F,1953,T,P,A,Definite,1,N,I,2
D,CAN,can-h-86,M,1944,T,P,A,Definite,1,N,I,2
D,CAN,can-I-50,F,1949,T,P,A,Definite,1,N,I,2
D,CAN,can-I-52,F,1978,A,P,A,Definite,1,N,I,2
D,CAN,can-I-52,F,1978,C,P,A,Definite,1,N,I,2
D,CAN,can-I-52,F,1978,C,P,A,Definite,1,N,I,2
D,CAN,can-I-52,F,1978,A,P,A,Definite,1,N,I,2
D,CAN,can-I-53,F,1979,A,N,A,Indefinite,1,N,I,2
D,CAN,can-I-53,F,1979,A,P,A,Definite,1,N,I,2
D,CAN,can-I-54,F,1922,T,P,A,Definite,1,N,I,2
D,CAN,can-I-56,M,1971,A,P,A,Definite,1,N,I,2
D,CAN,can-I-56,M,1971,C,P,A,Definite,1,N,I,2
D,CAN,can-I-56,M,1971,C,P,A,Definite,1,N,I,2
D,CAN,can-I-56,M,1971,C,P,A,Definite,1,N,I,2
D,CAN,can-k-100,M,1967,T,P,A,Definite,1,N,I,2
D,CAN,can-k-100,M,1967,T,P,A,Definite,1,N,I,2
D,CAN,can-k-70,M,1985,A,P,A,Definite,1,N,I,2
D,CAN,can-k-114,F,1912,T,P,A,Definite,1,N,I,2
D,CAN,can-k-114,F,1912,A,P,A,Definite,1,N,I,2
D,CAN,can-k-114,F,1912,T,P,A,Definite,1,N,I,2
D,CAN,can-k-114,F,1912,A,P,A,Definite,1,N,I,2
D,CAN,can-l-65,F,1970,T,P,A,Definite,1,I,I,2
D,CAN,can-l-65,F,1970,T,P,A,Definite,1,N,I,2
D,CAN,can-l-65,F,1970,T,N,A,Definite-pn,1,N,I,2
D,CAN,can-l-67,M,1931,T,P,A,Definite,1,N,I,2
D,CAN,can-l-67,M,1931,C,P,A,Definite,1,N,I,2
D,CAN,can-l-68,F,1973,C,P,A,Definite,1,N,I,2
D,CAN,can-l-68,F,1973,T,P,A,Definite,1,N,I,1
D,CAN,can-l-70,F,1969,A,P,A,Definite,1,N,I,2
D,CAN,can-l-70,F,1969,A,P,A,Definite,1,N,I,2
D,CAN,can-l-71,M,1968,A,P,A,Definite,1,N,I,2
D,CAN,can-l-72,F,1956,A,P,A,Definite,1,N,I,2
D,CAN,can-l-76,M,1982,T,P,A,Definite,1,N,I,2
D,CAN,can-l-76,M,1982,A,P,I,Definite,1,N,I,2
D,CAN,can-l-76,M,1982,A,P,A,Definite,1,N,I,2
D,CAN,can-l-76,M,1982,T,P,A,Definite,1,N,I,2
D,CAN,can-N-49,M,1958,T,P,A,Definite,1,N,I,2
D,CAN,can-N-52,M,1943,C,P,A,Definite,1,N,I,2
D,CAN,can-N-52,M,1943,T,P,A,Definite,1,N,I,2
D,CAN,can-N-52,M,1943,A,P,A,Definite,1,N,I,2
D,CAN,can-N-52,M,1943,T,P,A,Definite,1,I,I,1
D,CAN,can-N-53,F,1953,A,P,A,Definite,1,N,I,2
D,CAN,can-N-53,F,1953,T,P,A,Definite,1,N,I,2
D,CAN,can-N-54,F,1976,T,P,A,Definite,1,N,I,2
D,CAN,can-N-54,F,1976,T,P,A,Definite,1,N,I,2
D,CAN,can-N-94,F,1963,A,I,A,Definite,1,N,I,2
D,CAN,can-N-38,M,1978,A,I,A,Definite,1,N,I,2
D,CAN,can-N-38,M,1978,T,P,A,Definite,1,N,I,2
D,CAN,can-N-38,M,1978,T,P,A,Definite,1,N,I,2
D,CAN,can-N-36,M,1959,T,P,A,Definite,1,I,I,2
D,CAN,can-N-36,M,1959,T,I,A,Indefinite,1,N,I,2
D,CAN,can-N-65,F,1947,A,P,A,Definite,1,N,I,2
D,CAN,can-N-98,F,1940,A,P,A,Definite,1,N,I,2
D,CAN,can-N-67,F,1945,A,N,A,Definite,2,N,T,2
D,CAN,can-N-68,M,1951,A,N,A,Indefinite,2,N,I,2
D,CAN,can-N-68,M,1951,T,P,A,Definite,1,N,I,2
D,CAN,can-N-68,M,1951,T,P,A,Definite,2,N,I,2
D,CAN,can-N-72,F,1972,A,P,A,Definite,1,N,I,2
D,CAN,can-N-104,F,1948,T,P,A,Definite,1,N,I,2
D,CAN,can-N-73,M,1979,A,P,A,Definite,1,N,I,2
D,CAN,can-N-73,M,1979,A,P,A,Definite,1,N,I,2
D,CAN,can-N-106,M,1956,A,P,A,Definite,1,N,I,2
D,CAN,can-N-106,M,1956,A,P,A,Definite,1,N,I,2
D,CAN,can-N-108,M,1950,A,P,A,Definite,1,N,I,2
D,CAN,can-N-109,M,1976,C,P,A,Definite,1,N,I,2
D,CAN,can-N-110,F,1950,T,N,A,Definite,2,N,I,2
D,CAN,can-N-110,F,1950,A,N,A,Definite-pn,2,N,I,2
D,CAN,can-N-110,F,1950,T,P,A,Definite,1,N,I,2
D,CAN,can-N-111,M,1978,C,P,A,Definite,1,N,I,2
D,CAN,can-N-112,M,1983,T,P,A,Definite,1,N,I,2
D,CAN,can-N-112,M,1983,T,P,A,Definite,1,N,I,2
D,CAN,can-N-81,F,1931,A,P,A,Definite,1,N,I,2
D,CAN,can-N-114,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-N-114,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-N-114,F,1981,A,P,A,Definite,1,N,I,2
D,CAN,can-N-114,F,1981,T,N,A,Definite,2,N,I,2
D,CAN,can-N-114,F,1981,T,P,A,Definite,1,N,I,2
D,CAN,can-N-114,F,1981,A,P,A,Definite,1,N,T,2
D,CAN,can-N-82,F,1953,T,P,A,Definite,1,N,I,2
D,CAN,can-N-114,F,1981,T,P,A,Definite,1,N,I,2
D,CAN,can-N-83,F,1969,A,P,A,Definite,1,N,I,2
D,CAN,can-N-115,F,1951,C,P,A,Definite,1,N,I,2
D,CAN,can-N-83,F,1969,A,P,A,Definite,1,N,I,2
D,CAN,can-N-83,F,1969,A,I,A,Indefinite,1,N,I,2
