Speaker,word,norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
S25,lights,788,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,cries,961,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,872,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,skies,861,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,divine,712,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,while,802,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,define,684,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,i,844,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,790,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,knives,797,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,like,812,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,701,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,fried,687,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,clients,833,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,guy,856,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,i'm,1037,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,define,611,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,tribe,687,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,tide,737,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,775,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,try,856,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,my,755,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,2
S25,guy,888,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,like,769,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,737,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,787,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,unlike,602,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,like,783,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,skies,679,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,622,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,mice,746,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,464,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,787,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,trying,698,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,i,484,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,795,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,hike,785,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,pine,794,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,stripes,551,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,like,729,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,865,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,928,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,times,813,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,site,819,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,783,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,757,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,839,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,760,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,654,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,decides,723,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,i'm,634,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,life,778,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,868,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,find,970,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,types,647,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,842,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,nicely,713,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,like,682,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,753,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,fight,795,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,fried,912,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,fries,673,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,my,828,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,2
S25,high,921,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,fries,846,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,cries,694,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,1000,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,896,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,790,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i'm,904,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,delight,633,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,precise,630,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,try,810,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,i,395,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,fight,795,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,kind,935,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,spite,692,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,buys,846,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,height,785,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,type,780,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i'm,743,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,i,820,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,described,708,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,9
S25,like,737,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,ties,764,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,wiped,605,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,spine,799,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,bite,783,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,quiet,792,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,kindly,668,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,i,903,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,774,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,bites,629,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,913,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,693,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,836,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,heights,833,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,like,775,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,699,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,my,775,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,2
S25,i,573,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,699,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,788,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,client,883,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,i,970,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,894,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,665,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,766,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,high,885,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,fights,643,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,mice,633,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,time,875,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,786,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,time,773,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,674,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,my,845,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,2
S25,dime,683,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,494,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,times,855,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,clients,879,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,tribe,688,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,768,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,spice,683,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,799,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,right,719,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,769,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,865,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,spite,594,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,784,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,776,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,right,660,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,741,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,bite,792,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,746,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,742,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,highschool,917,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,10
S25,sign,855,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,768,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,806,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i'm,937,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,slice,669,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,fights,803,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,i,659,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,751,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,sights,571,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,like,755,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,820,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,lined,759,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,746,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,client,885,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,slight,567,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,fight,832,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,756,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,733,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,794,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,721,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,try,776,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,guys,797,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,776,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,955,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,nightmares,620,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,10
S25,i,907,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,try,812,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,describe,818,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,8
S25,like,816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,758,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,slice,664,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,845,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,my,696,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,2
S25,i,861,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,spice,539,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,788,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,pipes,606,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,like,742,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i'm,777,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,i'm,798,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,like,741,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,827,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,975,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,873,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,hike,683,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,739,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,771,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i'm,861,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,3
S25,like,740,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,515,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,time,722,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,896,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,517,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,right,729,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,high,958,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,guys,784,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,right,710,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,nice,791,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,636,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,find,832,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,784,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,strikes,502,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,7
S25,i've,1056,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,i,714,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,delightful,532,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,10
S25,like,816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,pine,769,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,dice,730,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,747,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,disguise,792,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,8
S25,writes,821,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,like,810,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,like,736,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,spine,727,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,unlike,778,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,like,707,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,times,768,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,5
S25,i,752,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,fights,624,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,6
S25,i,470,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,801,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,i,1043,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,1
S25,like,736,Stronger Proactive Control,Stronger Reactive Control,Conversational,1997,Male,I am single,My whole life,Other (please specify).,Professional,4
S25,nightmares,672,Stronger Proactive Control,Stronger Reactive Control,Read,1997,Male,I am single,My whole life,Other (please specify).,Professional,10
