Speaker,word,norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
S15,i,977,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,796,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,654,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,fights,683,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,6
S15,like,736,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,977,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,805,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,685,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,write,809,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,write,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,like,655,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,716,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,kindly,623,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,6
S15,writing,752,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,7
S15,my,837,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,828,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,my,837,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,672,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,buys,743,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,695,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,1003,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i'm,972,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,701,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,931,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,671,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,675,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,671,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,755,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,1015,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,651,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,837,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,828,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i'm,968,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,977,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,661,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i'm,876,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,right,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,1072,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,605,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,1072,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,942,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,994,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,605,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,787,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,733,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,1015,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,733,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i'm,968,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,943,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,652,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,kind,694,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,994,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,651,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,994,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,kind,1015,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,right,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,like,632,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,618,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,734,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,988,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,914,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,1012,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,977,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,675,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,631,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,right,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,like,661,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,900,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,860,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,879,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,734,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,947,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,848,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,divine,650,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,6
S15,like,671,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,837,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,right,764,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,999,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,896,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,638,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,872,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,819,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,999,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,divine,735,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,6
S15,i,915,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,941,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,915,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,915,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,709,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,805,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,mines,774,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,931,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,my,762,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,my,861,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,1010,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,711,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,strikes,639,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,7
S15,like,638,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,977,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,974,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,crimes,753,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,6
S15,i,947,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,fries,734,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,922,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,831,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,789,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,789,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,886,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,961,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,736,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,1001,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,922,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i'm,972,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,like,631,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,684,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,mine,947,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,mine,947,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,675,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,638,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,739,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,713,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,634,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,947,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,my,745,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,695,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,tide,716,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i'm,972,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,941,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,946,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,711,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,655,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,by,800,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,like,736,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,714,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,1058,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,714,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,height,761,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,6
S15,i,711,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,1058,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,1058,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,630,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,686,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i'm,876,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,815,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,kind,888,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,kind,902,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,977,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,630,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,671,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i'm,880,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,755,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,712,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,fried,705,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,5
S15,island,828,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,6
S15,my,774,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,like,713,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,631,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i'm,865,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i'm,880,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,796,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,983,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,my,848,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,write,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,write,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i'm,968,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,write,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,like,605,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,863,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,636,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,writing,752,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,7
S15,my,837,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,writing,778,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,7
S15,like,734,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,695,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,my,745,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,my,774,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,i,695,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,631,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,fries,712,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,931,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,643,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,634,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,873,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,like,690,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,789,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,917,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,605,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,873,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,like,736,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,right,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,926,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,672,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,1015,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i'm,968,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i'm,865,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,kind,902,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,943,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i'm,847,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,3
S15,i,943,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,fine,943,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,fine,943,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,right,706,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,558,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i've,841,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,632,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,618,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,776,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,like,690,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,943,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,887,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,911,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,636,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,900,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,860,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,683,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,time,911,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,decides,738,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,7
S15,i,887,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,860,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,686,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,my,745,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
S15,slice,593,Stronger Proactive Control,Stronger Reactive Control,Read,1998,Female,I am single,Since elementary school,Public,Student,5
S15,i,926,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,i,896,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,690,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,647,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,like,739,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,711,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,like,744,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,4
S15,i,1131,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,1
S15,kinda,1001,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,5
S15,by,771,Stronger Proactive Control,Stronger Reactive Control,Conversational,1998,Female,I am single,Since elementary school,Public,Student,2
